Active Ingredient,Drug Class,SMILES,# Atoms,Length,ERROR_STATUS,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonGenotoxic_Carcinogenicity,LD50_oral,Genotoxic_Carcinogenicity_Mutagenicity,SureChEMBL,NonBiodegradable,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
FLUCONAZOLE,,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,22,34,SUCCESS,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.729,0.744,0.403,0,0.002,0.005,0.002,0.004,-4.59,2.82E-05,0.963,61.76%,0.835,51.00%,0.464,0.306,0.615,0.064,0.102,0.601,0.366,0.134,0.419,0.264,5.96,0.228,0.089,0.915,0.989,0.762,0.932,0.897,0.925,0.927,0.005,0.222,0.835,1.34,1.714,2.103,2.914,0.01,0.003,0.611,0.931,0.041,0.008,0.02,0.276,0.007,0.003,0.131,0.011,306.1,276.186,1.108,7,1,81.65,5,3,6,9,0,16,0.312,0,0,0,0,0,1,0,1,1,0.752,2.77,0.231,17,-0.864,0,0,0,0,Accepted,Accepted,Accepted,Accepted
OXYMETAZOLINE,,Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C,19,34,SUCCESS,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,-3.578,2.904,3.823,0.483,0.978,0.032,0.999,0.992,-5.062,1.41E-05,0.106,65.13%,2.393,42.29%,0.053,0.359,0.033,0.532,0.007,0.19,0.937,0.883,0.045,0.644,14.81,0.826,0.021,0.118,0.273,0.023,0.895,0.232,0.777,0.174,0.003,0.024,0.95,0.489,3.531,4.107,4.982,0.006,0.004,0.041,0.024,0.31,0.186,0.039,0.065,0.002,0.087,0.097,0.095,260.19,288.417,0.902,3,2,44.62,3,2,6,3,0,11,0.273,0,0,0,0,2,1,0,0,1,0.859,2.901,0.562,32.4,0.265,1,0,0,0,Accepted,Rejected,Accepted,Accepted
AMOXAPINE,,Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1,22,34,SUCCESS,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,-4.045,3.27,2.65,0.988,0.998,0.004,0.001,0.003,-5.048,1.91E-05,0.996,89.95%,2.608,10.38%,0.949,0.619,0.282,0.858,0.082,0.647,0.947,0.923,0.503,0.782,2.962,0.152,0.915,0.929,0.921,0.045,0.906,0.15,0.89,0.094,0.003,0.016,0.973,1.878,4.276,5.673,5.351,0.011,0.004,0.542,0.024,0.203,0.003,0.004,0.196,0.01,0.005,0.219,0.025,313.1,306.899,1.02,4,1,36.86,1,4,15,5,0,23,0.043,0,1,1,0,0,1,0,1,1,0.809,2.401,0.235,45.238,-0.583,0,0,0,0,Accepted,Accepted,Accepted,Accepted
TOCAINIDE HYDROCHLORIDE,,[H+].[Cl-].CC(N)C(=O)Nc1c(C)cccc1C,16,34,SUCCESS,Cc1cccc(C)c1NC(=O)C(C)N,-0.922,0.665,0.84,0,0.597,0.004,0.003,0.002,-4.866,2.97E-05,0.399,45.24%,1.112,64.13%,0.114,0.105,0.052,0.783,0.016,0.078,0.153,0.664,0.161,0.359,6.222,0.861,0.035,0.517,0.098,0.404,0.935,0.047,0.225,0.105,0.011,0.029,0.931,0.5,2.13,3.074,3.857,0.242,0.002,0.042,0.006,0.138,0.008,0.007,0.021,0.008,0.006,0.009,0.005,192.13,210.494,0.913,3,3,55.12,3,1,6,3,0,7,0.429,1,0,0,0,0,0,4,0,1,0.747,2.18,0.364,16,-1.139,0,0,0,0,Accepted,Accepted,Accepted,Rejected
CLONIDINE HYDROCHLORIDE,,[H+].[Cl-].Clc1cccc(Cl)c1NC2=NCCN2,16,34,SUCCESS,Clc1cccc(Cl)c1NC1=NCCN1,-2.395,1.105,2.352,0.008,0.999,0.004,0.001,0.136,-4.477,3.96E-05,0.949,27.47%,3.436,63.50%,0.257,0.94,0.12,0.862,0.026,0.818,0.863,0.9,0.119,0.322,12.149,0.362,0.066,0.443,0.863,0.063,0.896,0.735,0.302,0.085,0.003,0.016,0.968,0.437,2.969,3.792,4.017,0.003,0.002,0.436,0.005,0.057,0.005,0.004,0.027,0.009,0.004,0.011,0.012,229.02,199.974,1.145,3,2,36.42,2,2,6,5,0,11,0.182,0,0,0,0,0,1,3,1,1,0.776,2.45,0.222,23.636,-0.82,0,0,0,0,Accepted,Accepted,Accepted,Accepted
SULFISOXAZOLE,,Cc1noc(N[S](=O)(=O)c2ccc(N)cc2)c1C,18,34,SUCCESS,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,-2.476,0.399,0.331,0,0.008,0.004,0.001,0.002,-5.071,1.82E-05,0.892,96.67%,0.421,3.29%,0.453,0.499,0.726,0.446,0.448,0.504,0.631,0.288,0.701,0.336,0.647,0.148,0.003,0.987,0.993,0.076,0.038,0.026,0.377,0.865,0.004,0.198,0.42,0.704,3.169,3.354,4.829,0.017,0.003,0.22,0.018,0.233,0.005,0.004,0.135,0.006,0.006,0.121,0.005,267.07,246.387,1.084,6,3,101.45,2,2,6,7,0,14,0.143,0,0,0,4,0,0,2,0,1,0.795,2.987,0.182,14,-0.83,2,0,0,0,Accepted,Accepted,Accepted,Accepted
SULFAMERAZINE,,Cc1ccnc(N[S](=O)(=O)c2ccc(N)cc2)n1,18,34,SUCCESS,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,-2.259,-0.272,-0.013,0,0.003,0.005,0.001,0.001,-5.238,2.03E-05,0.042,72.10%,0.501,38.93%,0.034,0.499,0.057,0.065,0.037,0.156,0.069,0.082,0.119,0.565,2.537,0.226,0.04,0.944,0.985,0.05,0.207,0.073,0.134,0.899,0.004,0.183,0.393,0.185,2.364,2.695,4.258,0.008,0.002,0.069,0.018,0.135,0.004,0.004,0.077,0.013,0.004,0.125,0.005,264.07,245.957,1.074,6,3,101.2,2,2,6,7,0,15,0.133,0,0,0,4,0,0,2,0,1,0.775,2.883,0.091,13,-1.1,2,0,0,0,Accepted,Accepted,Accepted,Accepted
FENOFIBRIC ACID,,CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(O)=O,20,34,SUCCESS,CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O,-3.733,3.487,3.861,0.002,0,0.01,0.001,0.004,-4.651,1.90E-05,0.134,99.83%,0.327,0.83%,0.24,0.177,0.485,0.164,0.462,0.961,0.027,0.418,0.009,0.332,0.745,0.747,0.137,0.458,0.924,0.05,0.127,0.403,0.829,0.896,0.005,0.353,0.65,0.487,4.054,4.388,5.735,0.297,0.018,0.461,0.83,0.209,0.009,0.876,0.048,0.01,0.024,0.059,0.302,292.05,282.8,1.033,4,1,55.76,5,2,6,5,0,13,0.385,1,1,0,0,0,1,0,1,0,0.905,2.071,0.133,24,-0.762,1,0,0,0,Accepted,Rejected,Accepted,Accepted
ATROPINE,,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,21,34,SUCCESS,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,-2.033,1.315,1.877,0.001,0.061,0.036,0.004,0.007,-4.885,5.03E-05,0.263,29.68%,2.461,76.25%,0.024,0.084,0.027,0.873,0.012,0.137,0.834,0.766,0.046,0.775,10.3,0.215,0.61,0.467,0.029,0.037,0.05,0.917,0.331,0.086,0.003,0.01,0.74,0.761,3.126,3.092,4.645,0.024,0.002,0.006,0.002,0.495,0.662,0.005,0.064,0.003,0.006,0.01,0.004,289.17,303.74,0.952,4,1,49.77,5,3,7,4,0,16,0.312,3,0,0,0,0,0,0,0,0,0.861,3.937,0.588,56.296,0.794,0,0,0,0,Accepted,Accepted,Accepted,Accepted
MALATHION,,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,19,34,SUCCESS,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.265,1.707,2.656,0.957,0,0.004,0.04,0.98,-4.622,7.39E-05,0.073,97.49%,0.822,2.02%,0.922,0.883,0.922,0.807,0.555,0.092,0.009,0.394,0.141,0.26,10.078,0.705,0.018,0.03,0.11,0.014,0.618,0.03,0.824,0.043,0.688,0.921,0.138,0.643,3.38,4.876,6.998,0.005,0.065,0.925,0.927,0.06,0.639,0.011,0.903,0.006,0.013,0.016,0.567,330.04,285.83,1.155,6,0,71.06,11,0,0,9,0,3,3.667,1,0,1,0,1,0,0,1,0,0.47,3.406,0.8,6,-0.043,2,1,0,0,Accepted,Accepted,Accepted,Accepted
DESLORATADINE,,Clc1ccc2c(CCc3cccnc3C2=C4CCNCC4)c1,22,34,SUCCESS,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,-4.037,3.223,4.086,0.999,1,0.004,0.005,0.398,-5.454,2.04E-05,0.995,89.44%,2.494,7.31%,0.718,0.883,0.349,0.827,0.106,0.201,0.972,0.308,0.689,0.726,3.928,0.044,0.841,0.773,0.108,0.107,0.646,0.978,0.64,0.052,0.003,0.008,0.08,2.149,4.123,4.732,5.554,0.01,0.005,0.388,0.27,0.168,0.009,0.003,0.294,0.02,0.035,0.053,0.542,310.12,321.704,0.964,2,1,24.92,0,4,15,3,0,24,0,0,1,0,0,0,2,0,1,0,0.795,2.577,0.316,47.12,-0.252,0,0,0,0,Accepted,Rejected,Rejected,Accepted
CHLORPROPAMIDE,,CCCNC(=O)N[S](=O)(=O)c1ccc(Cl)cc1,17,33,SUCCESS,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-3.095,1.03,2.175,0.001,0.002,0.004,0.001,0.001,-5.268,5.77E-05,0.018,89.49%,0.387,5.18%,0.039,0.137,0.039,0.908,0.133,0.941,0.01,0.145,0.016,0.825,0.108,0.134,0.019,0.189,0.982,0.005,0.016,0.02,0.169,0.024,0.003,0.012,0.002,0.209,2.224,2.901,2.234,0.012,0.003,0.017,0.002,0.122,0.006,0.004,0.041,0.004,0.004,0.023,0.002,276.03,244.498,1.129,5,2,75.27,6,1,6,7,0,9,0.667,0,1,0,0,0,1,1,1,1,0.879,1.799,0.3,9,-1.741,1,0,0,0,Accepted,Accepted,Accepted,Accepted
LACOSAMIDE,,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,18,33,SUCCESS,COCC(NC(C)=O)C(=O)NCc1ccccc1,-1.334,0.718,0.361,0.001,0.302,0.029,0.028,0.026,-4.889,5.42E-05,0.667,13.51%,0.561,71.89%,0.02,0.087,0.035,0.224,0.017,0.071,0.004,0.177,0.017,0.127,2.23,0.729,0.025,0.125,0.048,0.432,0.016,0.012,0.171,0.046,0.003,0.023,0.013,0.38,1.676,2.29,3.278,0.221,0.004,0.008,0.005,0.249,0.007,0.008,0.058,0.011,0.007,0.013,0.005,250.13,260.03,0.962,5,2,67.43,8,1,6,5,0,8,1,1,0,0,0,0,1,1,0,0,0.77,2.193,0.385,14,-0.657,0,0,0,0,Accepted,Accepted,Accepted,Accepted
INAMRINONE LACTATE,,NC1=CC(=CNC1=O)c2ccncc2.OCCC(O)=O,20,33,SUCCESS,Nc1cc(-c2ccncc2)c[nH]c1=O,-2.684,0.598,0.72,0,0.051,0.006,0.004,0.953,-4.696,1.10E-05,0.068,26.00%,1.227,77.77%,0.917,0.284,0.643,0.059,0.227,0.519,0.128,0.408,0.478,0.151,8.079,0.681,0.102,0.248,0.958,0.59,0.938,0.804,0.722,0.059,0.004,0.291,0.673,0.432,2.481,3.031,5.154,0.469,0.002,0.297,0.832,0.061,0.576,0.01,0.403,0.947,0.474,0.293,0.445,187.07,190.365,0.983,4,3,71.77,1,2,6,4,0,13,0.077,0,0,0,5,0,1,2,0,0,0.7,2.345,0,10,-0.665,1,0,0,0,Accepted,Accepted,Accepted,Rejected
PHENPROCOUMON,,CCC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,21,33,SUCCESS,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-4.677,3.34,3.989,0.739,0.941,0.004,0.952,0.992,-4.805,1.97E-05,0.233,99.59%,0.373,0.76%,0.767,0.938,0.866,0.878,0.928,0.966,0.066,0.386,0.314,0.784,0.728,0.116,0.03,0.682,0.925,0.095,0.94,0.95,0.155,0.27,0.003,0.022,0.516,1.795,4.901,5.571,6.794,0.013,0.029,0.203,0.423,0.31,0.041,0.975,0.157,0.028,0.149,0.862,0.69,280.11,299.494,0.935,3,1,50.44,3,3,10,3,0,18,0.167,1,0,0,1,0,0,0,0,1,0.737,2.513,0.167,32,0.248,1,0,0,0,Accepted,Rejected,Accepted,Accepted
OCTINOXATE,,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,21,33,SUCCESS,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,-5.361,4.584,5.067,0.96,0.056,0.003,0.021,0.893,-4.593,2.42E-05,0.371,98.33%,0.786,1.62%,0.931,0.756,0.88,0.303,0.873,0.964,0.696,0.877,0.858,0.311,6.901,0.207,0.152,0.037,0.256,0.018,0.013,0.123,0.963,0.405,0.624,0.977,0.381,2.872,5.158,4.195,6.398,0.007,0.431,0.006,0.106,0.621,0.162,0.43,0.558,0.818,0.237,0.199,0.409,290.19,324.516,0.894,3,0,35.53,10,1,6,3,0,8,1.25,1,1,0,1,0,0,3,3,1,0.497,2.483,0.5,14,0.513,2,0,0,0,Accepted,Rejected,Rejected,Accepted
NEVIRAPINE,,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,20,33,SUCCESS,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,-4.193,2.263,1.612,0.02,0.006,0.006,0.002,0.003,-4.566,2.73E-05,0.963,62.16%,1.146,31.89%,0.173,0.276,0.349,0.866,0.382,0.948,0.024,0.864,0.216,0.82,0.578,0.286,0.022,0.916,0.974,0.214,0.783,0.472,0.096,0.816,0.003,0.013,0.738,0.771,2.609,3.293,3.945,0.053,0.036,0.917,0.899,0.233,0.035,0.843,0.709,0.567,0.067,0.32,0.645,266.12,268.092,0.993,5,1,58.12,1,4,15,5,0,21,0.048,0,0,0,1,0,1,4,0,0,0.862,2.594,0.267,46.316,-0.247,0,0,0,0,Accepted,Accepted,Accepted,Accepted
ESTAZOLAM,,Clc1ccc2n3cnnc3CN=C(c4ccccc4)c2c1,21,33,SUCCESS,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,-3.27,2.368,2.318,0.005,0.003,0.004,0.001,0.001,-4.593,3.41E-05,0.993,90.68%,1.095,9.02%,0.944,0.966,0.607,0.741,0.648,0.142,0.024,0.033,0.557,0.945,0.495,0.801,0.058,0.649,0.967,0.007,0.315,0.988,0.237,0.117,0.003,0.011,0.181,1.829,3.645,3.976,4.037,0.178,0.038,0.119,0.016,0.324,0.009,0.015,0.684,0.5,0.004,0.22,0.508,294.07,286.536,1.026,4,0,43.07,1,4,14,5,0,22,0.045,0,1,0,0,0,1,0,1,1,0.691,2.429,0.062,40.235,-1.035,0,0,0,0,Accepted,Accepted,Accepted,Accepted
SULFAMETHOXAZOLE,,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,17,33,SUCCESS,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,-2.491,-0.178,0.142,0,0.003,0.005,0.001,0.003,-5.142,1.81E-05,0.801,84.65%,0.405,16.89%,0.14,0.369,0.388,0.496,0.205,0.754,0.369,0.446,0.369,0.323,0.785,0.141,0.013,0.892,0.989,0.04,0.184,0.049,0.138,0.876,0.004,0.449,0.481,0.547,3.166,2.975,4.906,0.015,0.006,0.076,0.01,0.193,0.004,0.005,0.077,0.007,0.006,0.122,0.005,253.05,229.091,1.105,6,3,101.45,2,2,6,7,0,14,0.143,0,0,0,4,0,0,2,0,1,0.772,3.127,0.1,13,-0.981,2,0,0,0,Accepted,Accepted,Accepted,Accepted
OXAZEPAM,,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,20,33,SUCCESS,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)NC1=O,-4.676,3.024,2.734,0.083,0.017,0.012,0.003,0.011,-4.863,1.76E-05,0.918,95.13%,0.672,4.28%,0.374,0.098,0.425,0.562,0.477,0.943,0.044,0.189,0.197,0.577,0.717,0.199,0.036,0.689,0.958,0.113,0.045,0.647,0.168,0.123,0.003,0.022,0.041,0.635,3.506,4.754,4.304,0.011,0.004,0.919,0.05,0.457,0.008,0.62,0.525,0.296,0.136,0.74,0.613,286.05,276.02,1.036,4,2,58.2,1,3,11,5,0,20,0.05,1,1,0,1,0,1,5,1,1,0.791,2.745,0.067,50,-0.451,0,0,0,0,Accepted,Accepted,Accepted,Accepted
PHENYLEPHRINE HYDROCHLORIDE,,[Cl-].CNC[C@H](O)c1cccc(O)c1.[H+],14,33,SUCCESS,CNC[C@H](O)c1cccc(O)c1,-2.876,-0.028,-0.168,0,0.003,0.01,0.688,0.008,-5.152,8.31E-06,0.573,21.61%,2.444,82.19%,0.055,0.228,0.029,0.344,0.006,0.63,0.043,0.629,0.022,0.136,9.59,0.756,0.091,0.156,0.017,0.022,0.836,0.954,0.858,0.031,0.006,0.06,0.832,0.583,2.714,3.679,4.325,0.004,0.001,0.049,0.004,0.095,0.004,0.004,0.011,0.005,0.016,0.008,0.004,167.09,176.332,0.948,3,3,52.49,3,1,6,3,0,6,0.5,1,0,0,0,0,0,0,0,1,0.619,2.48,0.333,12,0.736,1,0,0,0,Accepted,Accepted,Accepted,Rejected
CICLOPIROX,,CC1=CC(=O)N(O)C(=C1)C2CCCCC2.NCCO,19,33,SUCCESS,Cc1cc(C2CCCCC2)n(O)c(=O)c1,-1.907,2.408,2.143,0.002,0.032,0.005,0.008,0.193,-4.598,2.64E-05,0.881,93.16%,0.454,2.80%,0.877,0.746,0.747,0.179,0.559,0.151,0.014,0.199,0.107,0.253,6.892,0.656,0.009,0.064,0.032,0.205,0.304,0.942,0.528,0.458,0.004,0.332,0.848,1.642,4.191,4.046,4.915,0.013,0.644,0.062,0.688,0.748,0.005,0.654,0.373,0.978,0.963,0.949,0.997,207.13,219.663,0.943,3,1,42.23,1,2,6,3,0,13,0.077,0,0,0,2,0,1,0,0,0,0.719,2.551,0.583,28.947,0.301,0,0,1,0,Accepted,Accepted,Accepted,Accepted
VARENICLINE,,C1NC[C@H]2C[C@@H]1c3cc4nccnc4cc23,16,33,SUCCESS,c1cnc2cc3c(cc2n1)[C@H]1CNC[C@@H]3C1,-1.088,1.388,1.001,0.008,0.989,0.004,0.977,0.979,-4.872,2.85E-06,0.791,18.45%,2.928,79.21%,0.728,0.257,0.032,0.804,0.008,0.818,0.027,0.819,0.045,0.409,5.435,0.283,0.863,0.953,0.882,0.875,0.7,0.992,0.836,0.079,0.004,0.021,0.96,0.303,4.261,5.594,4.504,0.009,0.008,0.275,0.003,0.069,0.003,0.004,0.029,0.292,0.016,0.031,0.02,211.11,218.986,0.964,3,1,37.81,0,4,15,3,0,19,0,2,0,0,0,0,0,0,1,1,0.722,4.177,0.385,64,0.252,0,0,0,0,Accepted,Accepted,Accepted,Accepted
SIMETHICONE,,CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O,13,33,SUCCESS,CO[Si](C)(C)O[Si](C)(C)C,-5.018,3.422,2.992,0.02,0.005,0.015,0.005,0.008,-5.09,0.000125,0.006,99.46%,1.475,5.34%,0.74,0.974,0.144,0.931,0.03,0.826,0.017,0.864,0.016,0.238,2.927,0.676,0.047,0.03,0.02,0.021,0.002,0.075,0.391,0.038,0.999,0.996,0.3,3.177,3.926,3.533,4.214,0.014,0.002,0.004,0.004,0.023,0.01,0.002,0.036,0.005,0.007,0.043,0.004,178.08,77584896,0,2,0,18.46,3,0,0,4,0,0,inf,0,0,0,0,0,0,0,0,0,0.617,3.125,1,0,0.028,0,1,0,0,Accepted,Accepted,Accepted,Rejected
MODAFINIL,,NC(=O)C[S](=O)C(c1ccccc1)c2ccccc2,19,33,SUCCESS,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,-2.183,0.866,1.262,0.007,0.564,0.008,0.008,0.002,-4.95,0.000155,0.994,85.53%,0.469,14.59%,0.063,0.091,0.051,0.296,0.091,0.181,0.442,0.168,0.101,0.815,2.543,0.293,0.022,0.739,0.965,0.802,0.007,0.139,0.849,0.742,0.003,0.216,0.038,0.562,3.185,3.412,4.032,0.007,0.007,0.022,0.006,0.245,0.008,0.054,0.513,0.005,0.004,0.028,0.006,273.08,279.514,0.977,3,2,66.15,5,2,6,4,0,13,0.385,1,0,0,0,1,0,0,0,2,0.847,3.251,0.133,22,-0.241,2,0,0,0,Accepted,Accepted,Accepted,Accepted
SODIUM POLYSTYRENE SULFONATE,,[Ca++].[O-][S](=O)(=O)c1ccccc1C=C,13,33,SUCCESS,C=Cc1ccccc1S(=O)(=O)[O-],-0.894,-0.607,0.362,0.002,0,0.004,0.001,0.001,-4.551,5.03E-05,0.241,80.51%,0.41,17.82%,0.078,0.242,0.037,0.742,0.023,0.958,0.003,0.819,0.013,0.182,1.166,0.196,0.014,0.432,0.116,0.117,0.796,0.048,0.702,0.804,0.992,0.986,0.55,0.465,3.282,3.357,3.274,0.011,0.038,0.076,0.011,0.173,0.013,0.267,0.095,0.005,0.006,0.017,0.011,183.01,171.384,1.068,3,0,57.2,2,1,6,4,-1,9,0.222,0,0,0,0,1,1,2,0,3,0.648,2.817,0,8,-0.463,1,0,0,0,Accepted,Accepted,Accepted,Rejected
MECAMYLAMINE HYDROCHLORIDE,,[H+].[Cl-].CNC1(C)C2CCC(C2)C1(C)C,14,33,SUCCESS,CNC1(C)C2CCC(C2)C1(C)C,-2.61,2.358,3.115,0,0,0.007,0.002,0.044,-4.536,1.58E-05,0.58,32.01%,1.579,70.92%,0.058,0.827,0.033,0.956,0.033,0.87,0.028,0.908,0.049,0.456,10.739,0.271,0.019,0.154,0.013,0.006,0.858,0.941,0.655,0.055,0.004,0.023,0.966,2.338,3.333,3.542,4.052,0.001,0.002,0.07,0.003,0.246,0.006,0.005,0.029,0.003,0.004,0.044,0.005,167.17,192.696,0.868,1,1,12.03,1,2,6,1,0,8,0.125,3,0,0,0,0,0,0,1,0,0.632,4.563,1,36.909,1.561,0,0,0,0,Accepted,Rejected,Accepted,Rejected
KETOPROFEN,,CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2,19,33,SUCCESS,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-3.716,2.762,3.185,0,0.003,0.006,0.001,0.001,-4.566,1.55E-05,0.512,99.31%,0.207,0.69%,0.146,0.096,0.047,0.064,0.409,0.843,0.003,0.073,0.009,0.207,0.665,0.824,0.025,0.217,0.981,0.006,0.855,0.013,0.084,0.079,0.003,0.089,0.116,0.434,3.647,3.981,3.994,0.017,0.014,0.042,0.022,0.278,0.006,0.938,0.054,0.011,0.015,0.038,0.01,254.09,273.458,0.929,3,1,54.37,4,2,6,3,0,14,0.286,1,0,0,0,0,0,1,0,0,0.853,2.146,0.125,24,-0.079,0,0,0,0,Accepted,Rejected,Accepted,Accepted
GUANETHIDINE MONOSULFATE,,NC(N)=NCCN1CCCCCCC1.O[S](O)(=O)=O,19,33,SUCCESS,N=C(N)NCCN1CCCCCCC1,-1.44,0.299,-0.113,0.024,0.984,0.095,0.02,0.978,-5.581,1.38E-05,0.165,10.20%,1.578,81.48%,0.011,0.11,0.018,0.107,0,0.031,0.068,0.881,0,0.083,9.263,0.483,0.156,0.042,0.031,0.606,0.405,0.069,0.786,0.194,0.003,0.017,0.94,0.102,2.518,2.579,3.385,0.009,0.001,0.014,0.005,0.129,0.125,0.003,0.18,0.006,0.011,0.007,0.005,198.18,214.31,0.925,4,4,65.14,4,1,8,4,0,9,0.444,0,0,0,0,0,0,0,1,1,0.463,1.998,0.9,8.684,-0.879,0,0,0,0,Accepted,Accepted,Accepted,Rejected
Nevirapine,,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,20,33,SUCCESS,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,-4.193,2.263,1.612,0.02,0.006,0.006,0.002,0.003,-4.566,2.73E-05,0.963,62.16%,1.146,31.89%,0.173,0.276,0.349,0.866,0.382,0.948,0.024,0.864,0.216,0.82,0.578,0.286,0.022,0.916,0.974,0.214,0.783,0.472,0.096,0.816,0.003,0.013,0.738,0.771,2.609,3.293,3.945,0.053,0.036,0.917,0.899,0.233,0.035,0.843,0.709,0.567,0.067,0.32,0.645,266.12,268.092,0.993,5,1,58.12,1,4,15,5,0,21,0.048,0,0,0,1,0,1,4,0,0,0.862,2.594,0.267,46.316,-0.247,0,0,0,0,Accepted,Accepted,Accepted,Accepted
RAMELTEON,,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,19,33,SUCCESS,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,-3.329,2.508,2.648,0.782,0.912,0.002,0.997,0.999,-4.758,2.74E-05,0.515,86.49%,0.89,8.32%,0.905,0.914,0.684,0.771,0.074,0.871,0.464,0.889,0.365,0.676,10.209,0.776,0.232,0.718,0.241,0.594,0.713,0.948,0.722,0.856,0.003,0.022,0.291,0.626,3.127,3.535,5.087,0.161,0.014,0.58,0.137,0.777,0.714,0.124,0.15,0.301,0.018,0.06,0.337,259.16,277.654,0.933,3,1,38.33,5,3,12,3,0,15,0.333,1,0,0,0,0,0,0,0,0,0.902,3.063,0.562,51,0.167,0,0,0,0,Accepted,Accepted,Accepted,Accepted
NITROFURAZONE,,NC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O,14,33,SUCCESS,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,-3.222,0.539,1.069,0.001,0.996,0.007,0.003,0.003,-5.236,0.000259,0.343,92.42%,0.728,9.56%,0.281,0.858,0.051,0.059,0.012,0.729,0.002,0.67,0.009,0.085,4.607,0.558,0.01,0.251,0.968,0.989,0.09,0.151,0.55,0.973,0.003,0.111,0.018,0.488,4.089,4.353,4.057,0.011,0.002,0.013,0.002,0.052,0.291,0.003,0.847,0.031,0.026,0.401,0.014,198.04,169.742,1.167,8,3,123.76,4,1,5,8,0,8,0.5,0,0,0,5,0,2,0,0,5,0.408,2.567,0,7,-2.333,2,0,0,0,Accepted,Accepted,Accepted,Rejected
